0.000000000000000000e+00,0.000000000000000000e+00,6.920235157012939453e-01,6.953271627426147461e-01,6.914606094360351562e-01
0.000000000000000000e+00,1.000000000000000000e+00,6.032863855361938477e-01,6.960775852203369141e-01,6.886347532272338867e-01
0.000000000000000000e+00,2.000000000000000000e+00,4.941940903663635254e-01,6.991291046142578125e-01,6.766452193260192871e-01
0.000000000000000000e+00,3.000000000000000000e+00,2.817933857440948486e-01,7.081599235534667969e-01,6.295874118804931641e-01
0.000000000000000000e+00,4.000000000000000000e+00,9.549324214458465576e-02,7.369548082351684570e-01,5.049586296081542969e-01
0.000000000000000000e+00,5.000000000000000000e+00,2.143861167132854462e-02,8.043329715728759766e-01,3.677955269813537598e-01
0.000000000000000000e+00,6.000000000000000000e+00,1.853620633482933044e-02,8.813528418540954590e-01,3.454410135746002197e-01
0.000000000000000000e+00,7.000000000000000000e+00,2.546272054314613342e-02,8.678917884826660156e-01,5.313774347305297852e-01
0.000000000000000000e+00,8.000000000000000000e+00,5.913130939006805420e-02,7.278242111206054688e-01,8.584247827529907227e-01
0.000000000000000000e+00,9.000000000000000000e+00,4.952939599752426147e-02,6.125656962394714355e-01,1.270668506622314453e+00
0.000000000000000000e+00,1.000000000000000000e+01,8.215107023715972900e-03,5.309730172157287598e-01,2.025415897369384766e+00
0.000000000000000000e+00,1.100000000000000000e+01,8.593630045652389526e-03,4.626578986644744873e-01,2.744363307952880859e+00
0.000000000000000000e+00,1.200000000000000000e+01,5.065085366368293762e-03,4.388034343719482422e-01,2.434447288513183594e+00
0.000000000000000000e+00,1.300000000000000000e+01,4.307832103222608566e-03,4.214420318603515625e-01,1.736962318420410156e+00
0.000000000000000000e+00,1.400000000000000000e+01,6.299914792180061340e-03,3.636026680469512939e-01,1.344231843948364258e+00
0.000000000000000000e+00,1.500000000000000000e+01,3.118943888694047928e-03,2.736026048660278320e-01,7.439160346984863281e-01
0.000000000000000000e+00,1.600000000000000000e+01,1.670332421781495214e-04,2.546922266483306885e-01,2.160250842571258545e-01
0.000000000000000000e+00,1.700000000000000000e+01,2.823031321167945862e-02,4.880440235137939453e-01,9.838294237852096558e-02
0.000000000000000000e+00,1.800000000000000000e+01,2.454407222103327513e-04,3.907050564885139465e-02,2.166376113891601562e+00
0.000000000000000000e+00,1.900000000000000000e+01,1.087370291352272034e-01,1.382014751434326172e+00,1.840552520751953125e+01
0.000000000000000000e+00,2.000000000000000000e+01,3.039902076125144958e-02,4.195967630948871374e-04,2.114859771728515625e+01
0.000000000000000000e+00,2.100000000000000000e+01,6.881392002105712891e-02,5.181335844099521637e-03,8.345401763916015625e+00
0.000000000000000000e+00,2.200000000000000000e+01,3.131278790533542633e-03,1.612186059355735779e-02,3.555375576019287109e+00
0.000000000000000000e+00,2.300000000000000000e+01,2.069056034088134766e-03,2.818012423813343048e-02,1.411743998527526855e+00
0.000000000000000000e+00,2.400000000000000000e+01,4.194018547423183918e-04,5.049429088830947876e-02,6.225702762603759766e-01
0.000000000000000000e+00,2.500000000000000000e+01,1.601591473445296288e-03,6.347265094518661499e-02,4.250484704971313477e-01
0.000000000000000000e+00,2.600000000000000000e+01,2.146290149539709091e-03,4.883483797311782837e-02,3.971630334854125977e-01
0.000000000000000000e+00,2.700000000000000000e+01,1.918347436003386974e-03,3.007354773581027985e-02,4.272322058677673340e-01
0.000000000000000000e+00,2.800000000000000000e+01,1.031655352562665939e-03,1.930221170186996460e-02,4.566123485565185547e-01
0.000000000000000000e+00,2.900000000000000000e+01,3.136130981147289276e-03,1.824673637747764587e-02,4.678460359573364258e-01
0.000000000000000000e+00,3.000000000000000000e+01,2.060051634907722473e-02,3.245296701788902283e-02,1.060130834579467773e+00
0.000000000000000000e+00,3.100000000000000000e+01,8.939978480339050293e-02,1.169217109680175781e+00,1.386108398437500000e+01
0.000000000000000000e+00,3.200000000000000000e+01,7.745136022567749023e-01,1.271330118179321289e-01,2.190066315233707428e-02
0.000000000000000000e+00,3.300000000000000000e+01,6.254412000998854637e-04,3.564984798431396484e-01,1.517131179571151733e-01
0.000000000000000000e+00,3.400000000000000000e+01,1.138906111009418964e-03,1.758400350809097290e-02,8.562088012695312500e-01
0.000000000000000000e+00,3.500000000000000000e+01,9.899809956550598145e-04,3.462193906307220459e-02,4.339757859706878662e-01
0.000000000000000000e+00,3.600000000000000000e+01,1.812568189052399248e-05,9.205356240272521973e-02,1.308627605438232422e+00
0.000000000000000000e+00,3.700000000000000000e+01,6.438040600187378004e-06,8.988986909389495850e-02,6.918270111083984375e+00
0.000000000000000000e+00,3.800000000000000000e+01,1.764932858350221068e-05,2.024042978882789612e-02,6.380095958709716797e+00
0.000000000000000000e+00,3.900000000000000000e+01,9.984828648157417774e-05,7.692511081695556641e-01,4.461780548095703125e+01
0.000000000000000000e+00,4.000000000000000000e+01,3.541683197021484375e+00,9.852082002907991409e-04,2.346638202667236328e+00
0.000000000000000000e+00,4.100000000000000000e+01,1.427975762635469437e-02,6.212038993835449219e-01,2.499727725982666016e+00
0.000000000000000000e+00,4.200000000000000000e+01,3.480962663888931274e-02,6.732133030891418457e-02,3.429001808166503906e+00
0.000000000000000000e+00,4.300000000000000000e+01,1.001598834991455078e-01,1.242683753371238708e-01,1.688502311706542969e+00
0.000000000000000000e+00,4.400000000000000000e+01,5.300710909068584442e-03,1.821863055229187012e-01,1.941104769706726074e+00
0.000000000000000000e+00,4.500000000000000000e+01,2.464316338300704956e-01,2.913984358310699463e-01,1.713607430458068848e+00
0.000000000000000000e+00,4.600000000000000000e+01,2.967913150787353516e-01,3.385277390480041504e-01,2.062001466751098633e+00
0.000000000000000000e+00,4.700000000000000000e+01,1.202793195843696594e-01,1.531879752874374390e-01,1.069774627685546875e+00
0.000000000000000000e+00,4.800000000000000000e+01,4.444029331207275391e-01,7.530086517333984375e+00,7.998687267303466797e+00
0.000000000000000000e+00,4.900000000000000000e+01,8.110192418098449707e-01,6.232230924069881439e-03,8.782257080078125000e+00
0.000000000000000000e+00,5.000000000000000000e+01,1.650260448455810547e+00,6.336423754692077637e-02,1.591986417770385742e+00
0.000000000000000000e+00,5.100000000000000000e+01,3.961522579193115234e-01,4.168789863586425781e+00,9.109170913696289062e+00
0.000000000000000000e+00,5.200000000000000000e+01,1.301707506179809570e+00,2.126155886799097061e-03,9.492220878601074219e+00
0.000000000000000000e+00,5.300000000000000000e+01,1.316484928131103516e+00,2.643240056931972504e-02,3.887276172637939453e+00
0.000000000000000000e+00,5.400000000000000000e+01,7.487550973892211914e-01,1.330051720142364502e-01,1.777211308479309082e+00
0.000000000000000000e+00,5.500000000000000000e+01,3.036255836486816406e-01,1.693604588508605957e-01,1.592677950859069824e+00
